time,value
2024-02-23T00:06:11.997498019Z,640
2024-02-23T00:06:26.96641396Z,615.2999877929688
2024-02-23T00:07:06.975541482Z,640
2024-02-23T00:07:26.980099646Z,615.2999877929688
2024-02-23T00:08:46.99936996Z,615.2000122070312
2024-02-23T00:09:07.007564705Z,640.0999755859375
2024-02-23T00:09:47.385274094Z,615.2999877929688
2024-02-23T00:11:07.049721891Z,640
2024-02-23T00:11:27.330181834Z,640.0999755859375
2024-02-23T00:11:47.059345354Z,640
2024-02-23T00:12:07.069285605Z,640.0999755859375
2024-02-23T00:12:27.075228721Z,640
2024-02-23T00:13:07.275207316Z,615.2999877929688
2024-02-23T00:13:27.116580531Z,640
2024-02-23T00:13:47.12208468Z,640.0999755859375
2024-02-23T00:14:07.129279575Z,640.5
2024-02-23T00:14:27.555405896Z,640.2999877929688
2024-02-23T00:15:07.154216356Z,640.2000122070312
2024-02-23T00:15:27.16232095Z,640.0999755859375
2024-02-23T00:15:47.429416753Z,640.2000122070312
2024-02-23T00:16:27.197187536Z,640.0999755859375
2024-02-23T00:16:47.197045797Z,640.2000122070312
2024-02-23T00:17:07.209429691Z,640
2024-02-23T00:17:27.372441351Z,640.0999755859375
2024-02-23T00:17:47.223373163Z,640
2024-02-23T00:19:07.293200722Z,640.0999755859375
2024-02-23T00:19:47.306921705Z,640
2024-02-23T00:20:07.315180638Z,640.0999755859375
2024-02-23T00:21:07.741060404Z,640.5999755859375
2024-02-23T00:21:27.371427129Z,640.5
2024-02-23T00:21:47.449481926Z,0
2024-02-23T00:23:11.921398119Z,0
2024-02-23T00:25:34.866884658Z,0
2024-02-23T00:25:49.308228086Z,666.2000122070312
2024-02-23T00:26:09.621381008Z,665.7999877929688
2024-02-23T00:27:03.422177734Z,665.7999877929688
2024-02-23T00:27:19.556141981Z,25.5
2024-02-23T00:27:59.575034211Z,25.399999618530273
2024-02-23T00:28:19.583631639Z,25.5
2024-02-23T00:29:20.08785381Z,25.399999618530273
2024-02-23T00:30:19.635700589Z,25.299999237060547
2024-02-23T00:30:39.960013182Z,25.200000762939453
2024-02-23T00:30:59.661877726Z,25.100000381469727
2024-02-23T00:31:19.672762587Z,25.200000762939453
2024-02-23T00:31:39.685076624Z,25.100000381469727
2024-02-23T00:31:59.701111112Z,26
2024-02-23T00:32:19.903859517Z,26.200000762939453
2024-02-23T00:32:59.728030558Z,25.799999237060547
2024-02-23T00:33:19.75402825Z,25.5
2024-02-23T00:33:40.191138091Z,25.399999618530273
2024-02-23T00:34:19.785873899Z,25.200000762939453
2024-02-23T00:35:20.131639357Z,26
2024-02-23T00:35:39.81817694Z,27.799999237060547
2024-02-23T00:35:59.847205574Z,25.799999237060547
2024-02-23T00:36:19.842703549Z,25.700000762939453
2024-02-23T00:36:40.004774028Z,25.5
2024-02-23T00:37:19.872705943Z,25.299999237060547
2024-02-23T00:37:39.883085759Z,25.200000762939453
2024-02-23T00:39:59.964644053Z,25.100000381469727
2024-02-23T00:40:19.963718635Z,25.200000762939453
2024-02-23T00:41:40.254779162Z,25.100000381469727
2024-02-23T00:43:00.07837961Z,25
2024-02-23T00:43:20.196180238Z,25.100000381469727
2024-02-23T00:43:40.104982434Z,24.899999618530273
2024-02-23T00:44:00.130755205Z,25.200000762939453
2024-02-23T00:44:40.483701285Z,25.100000381469727
2024-02-23T00:45:00.165650593Z,25.200000762939453
